ClusterID,Machine,ClusterStart,ClusterEnd,RunSec,CycleCount
965,41 DMU NLX2500,2026-01-14 18:26:53+00:00,2026-01-14 19:40:56+00:00,3334,5
691,23 DOOSAN PUMA 700,2026-01-14 18:34:07+00:00,2026-01-14 19:00:30+00:00,1082,4
805,24 DOOSAN PUMA 3100L,2026-01-14 19:05:23+00:00,2026-01-15 00:40:24+00:00,19251,9
693,23 DOOSAN PUMA 700,2026-01-14 19:31:04+00:00,2026-01-14 20:48:38+00:00,2743,9
1255,66 DMU NLX 2500,2026-01-14 19:32:51+00:00,2026-01-14 22:00:24+00:00,5954,24
966,41 DMU NLX2500,2026-01-14 19:54:29+00:00,2026-01-14 20:45:20+00:00,2007,3
694,23 DOOSAN PUMA 700,2026-01-14 21:20:26+00:00,2026-01-14 21:35:01+00:00,503,3
967,41 DMU NLX2500,2026-01-14 21:30:14+00:00,2026-01-14 21:41:24+00:00,670,1
695,23 DOOSAN PUMA 700,2026-01-14 21:50:15+00:00,2026-01-14 23:15:01+00:00,3201,11
968,41 DMU NLX2500,2026-01-14 21:53:34+00:00,2026-01-14 22:11:41+00:00,1087,2
1256,66 DMU NLX 2500,2026-01-14 22:36:18+00:00,2026-01-15 02:30:03+00:00,8466,36
488,22 DMU NLX 2500 old,2026-01-14 22:37:35+00:00,2026-01-15 03:55:02+00:00,14813,23
969,41 DMU NLX2500,2026-01-14 22:58:51+00:00,2026-01-14 23:43:58+00:00,2003,3
696,23 DOOSAN PUMA 700,2026-01-14 23:28:30+00:00,2026-01-14 23:34:06+00:00,327,2
697,23 DOOSAN PUMA 700,2026-01-14 23:53:27+00:00,2026-01-15 00:44:25+00:00,1659,6
698,23 DOOSAN PUMA 700,2026-01-15 01:03:32+00:00,2026-01-15 01:55:31+00:00,2161,9
699,23 DOOSAN PUMA 700,2026-01-15 02:22:37+00:00,2026-01-15 02:35:31+00:00,502,3
1257,66 DMU NLX 2500,2026-01-15 02:40:11+00:00,2026-01-15 04:05:02+00:00,3332,15
1100,65 DMU NLX 2500,2026-01-15 04:58:38+00:00,2026-01-15 05:35:27+00:00,1167,6
489,22 DMU NLX 2500 old,2026-01-15 05:08:21+00:00,2026-01-15 08:11:53+00:00,9164,15
971,41 DMU NLX2500,2026-01-15 05:10:27+00:00,2026-01-15 08:58:33+00:00,11420,19
700,23 DOOSAN PUMA 700,2026-01-15 05:16:03+00:00,2026-01-15 06:36:59+00:00,2743,9
191,103 HAAS VF4,2026-01-15 05:17:27+00:00,2026-01-15 08:58:32+00:00,10702,15
270,104 DOOSAN DNM6700,2026-01-15 05:23:09+00:00,2026-01-15 05:29:30+00:00,381,1
1260,66 DMU NLX 2500,2026-01-15 05:27:38+00:00,2026-01-15 06:37:56+00:00,2004,11
271,104 DOOSAN DNM6700,2026-01-15 05:40:42+00:00,2026-01-15 06:14:18+00:00,2016,1
378,21 DOOSAN PUMA700,2026-01-15 05:43:44+00:00,2026-01-15 06:55:25+00:00,2945,16
1101,65 DMU NLX 2500,2026-01-15 05:46:48+00:00,2026-01-15 06:18:44+00:00,929,5
806,24 DOOSAN PUMA 3100L,2026-01-15 05:48:36+00:00,2026-01-15 08:16:57+00:00,8857,2
128,102 HAAS VF4,2026-01-15 05:58:51+00:00,2026-01-15 06:18:59+00:00,1192,2
272,104 DOOSAN DNM6700,2026-01-15 06:24:20+00:00,2026-01-15 07:45:15+00:00,4237,10
1261,66 DMU NLX 2500,2026-01-15 06:48:51+00:00,2026-01-15 07:09:51+00:00,997,5
701,23 DOOSAN PUMA 700,2026-01-15 06:51:58+00:00,2026-01-15 07:02:46+00:00,416,2
1103,65 DMU NLX 2500,2026-01-15 06:59:45+00:00,2026-01-15 07:14:38+00:00,729,3
379,21 DOOSAN PUMA700,2026-01-15 07:11:30+00:00,2026-01-15 08:58:32+00:00,5393,43
702,23 DOOSAN PUMA 700,2026-01-15 07:20:46+00:00,2026-01-15 08:58:32+00:00,3138,13
1262,66 DMU NLX 2500,2026-01-15 07:28:06+00:00,2026-01-15 08:18:33+00:00,1994,9
1104,65 DMU NLX 2500,2026-01-15 07:28:39+00:00,2026-01-15 08:19:22+00:00,1356,8
131,102 HAAS VF4,2026-01-15 07:38:01+00:00,2026-01-15 08:58:32+00:00,3996,3
273,104 DOOSAN DNM6700,2026-01-15 08:00:24+00:00,2026-01-15 08:58:32+00:00,3097,6
490,22 DMU NLX 2500 old,2026-01-15 08:25:57+00:00,2026-01-15 08:57:10+00:00,1726,4
1263,66 DMU NLX 2500,2026-01-15 08:36:15+00:00,2026-01-15 08:56:09+00:00,990,5
